Filtered_Baron_HumanPancreas	int	corrcoef	without pretrain	0.9906651108518086	0.9918319719953326	0.9918319719953326	0.9918319719953326	0.9906651108518086	0.9865470852017937	0.9910714285714286	0.9910714285714286	0.9910714285714286	0.9865470852017937	avg_acc	0.991365	avg_f1	0.989262	5000	1e-05	20	5e-05	600	0.002	50	20	256	32	0.5	3	1	1	4
Filtered_68K_PBMC	int	corrcoef	without pretrain	0.7458680818802123	0.7540561031084154	0.752994692949204	0.7384382107657316	0.7501137225170583	0.7641584684924222	0.772068511198946	0.7714961872206153	0.7589694196966048	0.7647684938797232	avg_acc	0.748294	avg_f1	0.766292	5000	1e-05	20	5e-05	500	0.002	40	30	256	32	0.4	3	1	1	4
Filtered_Muraro_HumanPancreas	int	corrcoef	without pretrain	0.9953051643192489	0.9953051643192489	0.9953051643192489	0.9859154929577465	0.9953051643192489	1.0	1.0	1.0	1.0	1.0	avg_acc	0.993427	avg_f1	1.0	10000	1e-05	20	5e-05	600	0.001	50	20	256	32	0.5	3	1	1	4
Filtered_Baron_HumanPancreas	int	corrcoef	without pretrain	0.9906651108518086	0.9929988331388565	0.9918319719953326	0.9894982497082847	0.9929988331388565	0.9865470852017937	0.9955555555555555	0.9910714285714286	0.9832402234636872	0.9910714285714286	avg_acc	0.991599	avg_f1	0.989497	5000	1e-05	20	5e-05	600	0.002	50	20	256	32	0.5	3	1	1	4
Filtered_Baron_HumanPancreas	int	corrcoef	without pretrain	0.9906651108518086	0.9929988331388565	0.9918319719953326	0.9894982497082847	0.9929988331388565	0.9865470852017937	0.9955555555555555	0.9910714285714286	0.9832402234636872	0.9910714285714286	avg_acc	0.991365	avg_f1	0.98956	5000	1e-05	20	5e-05	600	0.002	50	20	256	32	0.5	3	1	1	4
Filtered_Baron_HumanPancreas	int	corrcoef	without pretrain	0.9906651108518086	0.9929988331388565	0.9918319719953326	0.9894982497082847	0.9929988331388565	0.9865470852017937	0.9955555555555555	0.9910714285714286	0.9832402234636872	0.9910714285714286	avg_acc	0.991132	avg_f1	0.988631	5000	1e-05	20	5e-05	600	0.002	50	20	256	32	0.5	3	1	1	4
Filtered_Baron_HumanPancreas	int	corrcoef	without pretrain	0.9906651108518086	0.9929988331388565	0.9918319719953326	0.9894982497082847	0.9929988331388565	0.9865470852017937	0.9955555555555555	0.9910714285714286	0.9832402234636872	0.9910714285714286	avg_acc	0.991132	avg_f1	0.988232	5000	1e-05	20	5e-05	600	0.002	50	20	256	32	0.5	3	1	1	4
Filtered_Baron_HumanPancreas	int	corrcoef	without pretrain	0.9906651108518086	0.9929988331388565	0.9918319719953326	0.9894982497082847	0.9929988331388565	0.9865470852017937	0.9955555555555555	0.9910714285714286	0.9832402234636872	0.9910714285714286	avg_acc	0.991225	avg_f1	0.988621	5000	1e-05	20	5e-05	600	0.002	50	20	256	32	0.5	3	1	1	4
Filtered_Baron_HumanPancreas	int	corrcoef	without pretrain	0.9906651108518086	0.9929988331388565	0.9918319719953326	0.9894982497082847	0.9929988331388565	0.9865470852017937	0.9955555555555555	0.9910714285714286	0.9832402234636872	0.9910714285714286	avg_acc	0.991015	avg_f1	0.988053	5000	1e-05	20	5e-05	600	0.002	50	20	256	32	0.5	3	1	1	4
Filtered_Baron_HumanPancreas	int	corrcoef	without pretrain	0.9906651108518086	0.9929988331388565	0.9918319719953326	0.9894982497082847	0.9929988331388565	0.9865470852017937	0.9955555555555555	0.9910714285714286	0.9832402234636872	0.9910714285714286	avg_acc	0.990998	avg_f1	0.987973	5000	1e-05	20	5e-05	600	0.002	50	20	256	32	0.5	3	1	1	4
Filtered_Baron_HumanPancreas	int	corrcoef	without pretrain	0.9906651108518086	0.9929988331388565	0.9918319719953326	0.9894982497082847	0.9929988331388565	0.9865470852017937	0.9955555555555555	0.9910714285714286	0.9832402234636872	0.9910714285714286	avg_acc	0.991015	avg_f1	0.987969	5000	1e-05	20	5e-05	600	0.002	50	20	256	32	0.5	3	1	1	4
Filtered_Baron_HumanPancreas	int	corrcoef	without pretrain	0.9906651108518086	0.9929988331388565	0.9918319719953326	0.9894982497082847	0.9929988331388565	0.9865470852017937	0.9955555555555555	0.9910714285714286	0.9832402234636872	0.9910714285714286	avg_acc	0.991106	avg_f1	0.988313	5000	1e-05	20	5e-05	600	0.002	50	20	256	32	0.5	3	1	1	4
Filtered_Baron_HumanPancreas	int	corrcoef	without pretrain	0.9906651108518086	0.9929988331388565	0.9918319719953326	0.9894982497082847	0.9929988331388565	0.9865470852017937	0.9955555555555555	0.9910714285714286	0.9832402234636872	0.9910714285714286	avg_acc	0.991132	avg_f1	0.98845	5000	1e-05	20	5e-05	600	0.002	50	20	256	32	0.5	3	1	1	4
